location_country,location_level,location_name,location_code,location_code_type,reference_date,measure,case_classification,time_period,value,unit,source,source_url,source_indicator_name,indicator_label,reporting_period_start,reporting_period_end,last_updated,data_quality_flag,notes
COD,3,Katwa,CD6110ZS02,pcode,2026-06-07,cases,confirmed,cumulative,11,count,INSP SitRep N°24,https://insp.cd/sitrep-n24-mvb_07-06-2026/,,,,,,,
COD,3,Katwa,CD6110ZS02,pcode,2026-06-07,deaths,confirmed,cumulative,8,count,INSP SitRep N°24,https://insp.cd/sitrep-n24-mvb_07-06-2026/,,,,,,,
COD,3,Kilo,CD5405ZS06,pcode,2026-06-07,cases,confirmed,cumulative,4,count,INSP SitRep N°24,https://insp.cd/sitrep-n24-mvb_07-06-2026/,,,,,,,
COD,3,Kilo,CD5405ZS06,pcode,2026-06-07,deaths,confirmed,cumulative,1,count,INSP SitRep N°24,https://insp.cd/sitrep-n24-mvb_07-06-2026/,,,,,,,
COD,3,Komanda,,pcode,2026-06-07,cases,confirmed,cumulative,3,count,INSP SitRep N°24,https://insp.cd/sitrep-n24-mvb_07-06-2026/,,,,,,,
COD,3,Komanda,,pcode,2026-06-07,deaths,confirmed,cumulative,0,count,INSP SitRep N°24,https://insp.cd/sitrep-n24-mvb_07-06-2026/,,,,,,,
COD,3,Kyondo,CD6107ZS03,pcode,2026-06-07,cases,confirmed,cumulative,1,count,INSP SitRep N°24,https://insp.cd/sitrep-n24-mvb_07-06-2026/,,,,,,,
COD,3,Kyondo,CD6107ZS03,pcode,2026-06-07,deaths,confirmed,cumulative,0,count,INSP SitRep N°24,https://insp.cd/sitrep-n24-mvb_07-06-2026/,,,,,,,
COD,3,Lita,,pcode,2026-06-07,cases,confirmed,cumulative,4,count,INSP SitRep N°24,https://insp.cd/sitrep-n24-mvb_07-06-2026/,,,,,,,
COD,3,Lita,,pcode,2026-06-07,deaths,confirmed,cumulative,0,count,INSP SitRep N°24,https://insp.cd/sitrep-n24-mvb_07-06-2026/,,,,,,,
COD,3,Logo,,pcode,2026-06-07,cases,confirmed,cumulative,2,count,INSP SitRep N°24,https://insp.cd/sitrep-n24-mvb_07-06-2026/,,,,,,,
COD,3,Logo,,pcode,2026-06-07,deaths,confirmed,cumulative,0,count,INSP SitRep N°24,https://insp.cd/sitrep-n24-mvb_07-06-2026/,,,,,,,
COD,3,Mambasa,,pcode,2026-06-07,cases,confirmed,cumulative,2,count,INSP SitRep N°24,https://insp.cd/sitrep-n24-mvb_07-06-2026/,,,,,,,
COD,3,Mambasa,,pcode,2026-06-07,deaths,confirmed,cumulative,1,count,INSP SitRep N°24,https://insp.cd/sitrep-n24-mvb_07-06-2026/,,,,,,,
COD,3,Mangala,,pcode,2026-06-07,cases,confirmed,cumulative,1,count,INSP SitRep N°24,https://insp.cd/sitrep-n24-mvb_07-06-2026/,,,,,,,
COD,3,Mangala,,pcode,2026-06-07,deaths,confirmed,cumulative,0,count,INSP SitRep N°24,https://insp.cd/sitrep-n24-mvb_07-06-2026/,,,,,,,
COD,3,Miti-Murhesa,CD6202ZS04,pcode,2026-06-07,cases,confirmed,cumulative,3,count,INSP SitRep N°24,https://insp.cd/sitrep-n24-mvb_07-06-2026/,,,,,,,
COD,3,Miti-Murhesa,CD6202ZS04,pcode,2026-06-07,deaths,confirmed,cumulative,1,count,INSP SitRep N°24,https://insp.cd/sitrep-n24-mvb_07-06-2026/,,,,,,,
COD,3,Mongbalu,CD5405ZS10,pcode,2026-06-07,cases,confirmed,cumulative,98,count,INSP SitRep N°24,https://insp.cd/sitrep-n24-mvb_07-06-2026/,,,,,,,
COD,3,Mongbalu,CD5405ZS10,pcode,2026-06-07,deaths,confirmed,cumulative,29,count,INSP SitRep N°24,https://insp.cd/sitrep-n24-mvb_07-06-2026/,,,,,,,
COD,3,Nizi,CD5405ZS11,pcode,2026-06-07,cases,confirmed,cumulative,5,count,INSP SitRep N°24,https://insp.cd/sitrep-n24-mvb_07-06-2026/,,,,,,,
COD,3,Nizi,CD5405ZS11,pcode,2026-06-07,deaths,confirmed,cumulative,0,count,INSP SitRep N°24,https://insp.cd/sitrep-n24-mvb_07-06-2026/,,,,,,,
COD,3,Nyakunde,CD5402ZS05,pcode,2026-06-07,cases,confirmed,cumulative,26,count,INSP SitRep N°24,https://insp.cd/sitrep-n24-mvb_07-06-2026/,,,,,,,
COD,3,Nyakunde,CD5402ZS05,pcode,2026-06-07,deaths,confirmed,cumulative,1,count,INSP SitRep N°24,https://insp.cd/sitrep-n24-mvb_07-06-2026/,,,,,,,
COD,3,Oicha,CD6107ZS06,pcode,2026-06-07,cases,confirmed,cumulative,2,count,INSP SitRep N°24,https://insp.cd/sitrep-n24-mvb_07-06-2026/,,,,,,,
COD,3,Oicha,CD6107ZS06,pcode,2026-06-07,deaths,confirmed,cumulative,2,count,INSP SitRep N°24,https://insp.cd/sitrep-n24-mvb_07-06-2026/,,,,,,,
COD,3,Rimba,,pcode,2026-06-07,cases,confirmed,cumulative,3,count,INSP SitRep N°24,https://insp.cd/sitrep-n24-mvb_07-06-2026/,,,,,,,
COD,3,Rimba,,pcode,2026-06-07,deaths,confirmed,cumulative,0,count,INSP SitRep N°24,https://insp.cd/sitrep-n24-mvb_07-06-2026/,,,,,,,
COD,3,Rwampara,CD5402ZS06,pcode,2026-06-07,cases,confirmed,cumulative,111,count,INSP SitRep N°24,https://insp.cd/sitrep-n24-mvb_07-06-2026/,,,,,,,
COD,3,Rwampara,CD5402ZS06,pcode,2026-06-07,deaths,confirmed,cumulative,20,count,INSP SitRep N°24,https://insp.cd/sitrep-n24-mvb_07-06-2026/,,,,,,,
COD,3,Aru,CD5409ZS04,pcode,2026-06-08,cases,confirmed,cumulative,3,count,INSP SitRep N°25,https://insp.cd/sitrep-n25-mvb_08-06-2026/,,,,,,,
COD,3,Aru,CD5409ZS04,pcode,2026-06-08,deaths,confirmed,cumulative,1,count,INSP SitRep N°25,https://insp.cd/sitrep-n25-mvb_08-06-2026/,,,,,,,
COD,3,Aungba,,pcode,2026-06-08,cases,confirmed,cumulative,2,count,INSP SitRep N°25,https://insp.cd/sitrep-n25-mvb_08-06-2026/,,,,,,,
COD,3,Aungba,,pcode,2026-06-08,deaths,confirmed,cumulative,1,count,INSP SitRep N°25,https://insp.cd/sitrep-n25-mvb_08-06-2026/,,,,,,,
COD,3,Autres ZS (données non ventilées),,pcode,2026-06-08,cases,confirmed,cumulative,94,count,INSP SitRep N°25,https://insp.cd/sitrep-n25-mvb_08-06-2026/,,,,,,,
COD,3,Autres ZS (données non ventilées),,pcode,2026-06-08,deaths,confirmed,cumulative,10,count,INSP SitRep N°25,https://insp.cd/sitrep-n25-mvb_08-06-2026/,,,,,,,
COD,3,Bambu,CD5405ZS01,pcode,2026-06-08,cases,confirmed,cumulative,5,count,INSP SitRep N°25,https://insp.cd/sitrep-n25-mvb_08-06-2026/,,,,,,,
COD,3,Bambu,CD5405ZS01,pcode,2026-06-08,deaths,confirmed,cumulative,2,count,INSP SitRep N°25,https://insp.cd/sitrep-n25-mvb_08-06-2026/,,,,,,,
COD,3,Beni,,pcode,2026-06-08,cases,confirmed,cumulative,9,count,INSP SitRep N°25,https://insp.cd/sitrep-n25-mvb_08-06-2026/,,,,,,,
COD,3,Beni,,pcode,2026-06-08,deaths,confirmed,cumulative,7,count,INSP SitRep N°25,https://insp.cd/sitrep-n25-mvb_08-06-2026/,,,,,,,
COD,3,Bunia,CD5402ZS02,pcode,2026-06-08,cases,confirmed,cumulative,163,count,INSP SitRep N°25,https://insp.cd/sitrep-n25-mvb_08-06-2026/,,,,,,,
COD,3,Bunia,CD5402ZS02,pcode,2026-06-08,deaths,confirmed,cumulative,15,count,INSP SitRep N°25,https://insp.cd/sitrep-n25-mvb_08-06-2026/,,,,,,,
COD,3,Butembo,CD6110ZS01,pcode,2026-06-08,cases,confirmed,cumulative,6,count,INSP SitRep N°25,https://insp.cd/sitrep-n25-mvb_08-06-2026/,,,,,,,
COD,3,Butembo,CD6110ZS01,pcode,2026-06-08,deaths,confirmed,cumulative,4,count,INSP SitRep N°25,https://insp.cd/sitrep-n25-mvb_08-06-2026/,,,,,,,
COD,3,Damas,,pcode,2026-06-08,cases,confirmed,cumulative,3,count,INSP SitRep N°25,https://insp.cd/sitrep-n25-mvb_08-06-2026/,,,,,,,
COD,3,Damas,,pcode,2026-06-08,deaths,confirmed,cumulative,0,count,INSP SitRep N°25,https://insp.cd/sitrep-n25-mvb_08-06-2026/,,,,,,,
COD,3,Gety,,pcode,2026-06-08,cases,confirmed,cumulative,1,count,INSP SitRep N°25,https://insp.cd/sitrep-n25-mvb_08-06-2026/,,,,,,,
COD,3,Gety,,pcode,2026-06-08,deaths,confirmed,cumulative,0,count,INSP SitRep N°25,https://insp.cd/sitrep-n25-mvb_08-06-2026/,,,,,,,
COD,3,Goma,CD6101ZS01,pcode,2026-06-08,cases,confirmed,cumulative,1,count,INSP SitRep N°25,https://insp.cd/sitrep-n25-mvb_08-06-2026/,,,,,,,
COD,3,Goma,CD6101ZS01,pcode,2026-06-08,deaths,confirmed,cumulative,0,count,INSP SitRep N°25,https://insp.cd/sitrep-n25-mvb_08-06-2026/,,,,,,,
COD,3,Kalunguta,CD6107ZS01,pcode,2026-06-08,cases,confirmed,cumulative,1,count,INSP SitRep N°25,https://insp.cd/sitrep-n25-mvb_08-06-2026/,,,,,,,
COD,3,Kalunguta,CD6107ZS01,pcode,2026-06-08,deaths,confirmed,cumulative,1,count,INSP SitRep N°25,https://insp.cd/sitrep-n25-mvb_08-06-2026/,,,,,,,
COD,3,Katwa,CD6110ZS02,pcode,2026-06-08,cases,confirmed,cumulative,12,count,INSP SitRep N°25,https://insp.cd/sitrep-n25-mvb_08-06-2026/,,,,,,,
COD,3,Katwa,CD6110ZS02,pcode,2026-06-08,deaths,confirmed,cumulative,8,count,INSP SitRep N°25,https://insp.cd/sitrep-n25-mvb_08-06-2026/,,,,,,,
COD,3,Kilo,CD5405ZS06,pcode,2026-06-08,cases,confirmed,cumulative,4,count,INSP SitRep N°25,https://insp.cd/sitrep-n25-mvb_08-06-2026/,,,,,,,
COD,3,Kilo,CD5405ZS06,pcode,2026-06-08,deaths,confirmed,cumulative,1,count,INSP SitRep N°25,https://insp.cd/sitrep-n25-mvb_08-06-2026/,,,,,,,
COD,3,Komanda,,pcode,2026-06-08,cases,confirmed,cumulative,3,count,INSP SitRep N°25,https://insp.cd/sitrep-n25-mvb_08-06-2026/,,,,,,,
COD,3,Komanda,,pcode,2026-06-08,deaths,confirmed,cumulative,0,count,INSP SitRep N°25,https://insp.cd/sitrep-n25-mvb_08-06-2026/,,,,,,,
COD,3,Kyondo,CD6107ZS03,pcode,2026-06-08,cases,confirmed,cumulative,1,count,INSP SitRep N°25,https://insp.cd/sitrep-n25-mvb_08-06-2026/,,,,,,,
COD,3,Kyondo,CD6107ZS03,pcode,2026-06-08,deaths,confirmed,cumulative,0,count,INSP SitRep N°25,https://insp.cd/sitrep-n25-mvb_08-06-2026/,,,,,,,
COD,3,Lita,,pcode,2026-06-08,cases,confirmed,cumulative,4,count,INSP SitRep N°25,https://insp.cd/sitrep-n25-mvb_08-06-2026/,,,,,,,
COD,3,Lita,,pcode,2026-06-08,deaths,confirmed,cumulative,0,count,INSP SitRep N°25,https://insp.cd/sitrep-n25-mvb_08-06-2026/,,,,,,,
COD,3,Logo,,pcode,2026-06-08,cases,confirmed,cumulative,2,count,INSP SitRep N°25,https://insp.cd/sitrep-n25-mvb_08-06-2026/,,,,,,,
COD,3,Logo,,pcode,2026-06-08,deaths,confirmed,cumulative,0,count,INSP SitRep N°25,https://insp.cd/sitrep-n25-mvb_08-06-2026/,,,,,,,
COD,3,Mambasa,,pcode,2026-06-08,cases,confirmed,cumulative,2,count,INSP SitRep N°25,https://insp.cd/sitrep-n25-mvb_08-06-2026/,,,,,,,
COD,3,Mambasa,,pcode,2026-06-08,deaths,confirmed,cumulative,1,count,INSP SitRep N°25,https://insp.cd/sitrep-n25-mvb_08-06-2026/,,,,,,,
COD,3,Mangala,,pcode,2026-06-08,cases,confirmed,cumulative,1,count,INSP SitRep N°25,https://insp.cd/sitrep-n25-mvb_08-06-2026/,,,,,,,
COD,3,Mangala,,pcode,2026-06-08,deaths,confirmed,cumulative,0,count,INSP SitRep N°25,https://insp.cd/sitrep-n25-mvb_08-06-2026/,,,,,,,
COD,3,Miti-Murhesa,CD6202ZS04,pcode,2026-06-08,cases,confirmed,cumulative,3,count,INSP SitRep N°25,https://insp.cd/sitrep-n25-mvb_08-06-2026/,,,,,,,
COD,3,Miti-Murhesa,CD6202ZS04,pcode,2026-06-08,deaths,confirmed,cumulative,1,count,INSP SitRep N°25,https://insp.cd/sitrep-n25-mvb_08-06-2026/,,,,,,,
COD,3,Mongbalu,CD5405ZS10,pcode,2026-06-08,cases,confirmed,cumulative,114,count,INSP SitRep N°25,https://insp.cd/sitrep-n25-mvb_08-06-2026/,,,,,,,
COD,3,Mongbalu,CD5405ZS10,pcode,2026-06-08,deaths,confirmed,cumulative,40,count,INSP SitRep N°25,https://insp.cd/sitrep-n25-mvb_08-06-2026/,,,,,,,
COD,3,Nizi,CD5405ZS11,pcode,2026-06-08,cases,confirmed,cumulative,5,count,INSP SitRep N°25,https://insp.cd/sitrep-n25-mvb_08-06-2026/,,,,,,,
COD,3,Nizi,CD5405ZS11,pcode,2026-06-08,deaths,confirmed,cumulative,0,count,INSP SitRep N°25,https://insp.cd/sitrep-n25-mvb_08-06-2026/,,,,,,,
COD,3,Nyakunde,CD5402ZS05,pcode,2026-06-08,cases,confirmed,cumulative,32,count,INSP SitRep N°25,https://insp.cd/sitrep-n25-mvb_08-06-2026/,,,,,,,
COD,3,Nyakunde,CD5402ZS05,pcode,2026-06-08,deaths,confirmed,cumulative,1,count,INSP SitRep N°25,https://insp.cd/sitrep-n25-mvb_08-06-2026/,,,,,,,
COD,3,Oicha,CD6107ZS06,pcode,2026-06-08,cases,confirmed,cumulative,2,count,INSP SitRep N°25,https://insp.cd/sitrep-n25-mvb_08-06-2026/,,,,,,,
COD,3,Oicha,CD6107ZS06,pcode,2026-06-08,deaths,confirmed,cumulative,2,count,INSP SitRep N°25,https://insp.cd/sitrep-n25-mvb_08-06-2026/,,,,,,,
COD,3,Rimba,,pcode,2026-06-08,cases,confirmed,cumulative,3,count,INSP SitRep N°25,https://insp.cd/sitrep-n25-mvb_08-06-2026/,,,,,,,
COD,3,Rimba,,pcode,2026-06-08,deaths,confirmed,cumulative,0,count,INSP SitRep N°25,https://insp.cd/sitrep-n25-mvb_08-06-2026/,,,,,,,
COD,3,Rwampara,CD5402ZS06,pcode,2026-06-08,cases,confirmed,cumulative,122,count,INSP SitRep N°25,https://insp.cd/sitrep-n25-mvb_08-06-2026/,,,,,,,
COD,3,Rwampara,CD5402ZS06,pcode,2026-06-08,deaths,confirmed,cumulative,20,count,INSP SitRep N°25,https://insp.cd/sitrep-n25-mvb_08-06-2026/,,,,,,,
